0	50.098575	14.365377	286
6.1	50.098630	14.365368	287
8.8	50.098654	14.365364	287
11.3	50.098676	14.365360	287
15.5	50.098713	14.365351	288
24.4	50.098793	14.365337	288
62.2	50.098816	14.365865	287
187.1	50.098949	14.367605	283
225.2	50.098985	14.368135	281
260.7	50.099021	14.368630	279
286.5	50.099051	14.368989	278
311.4	50.099082	14.369334	277
337.9	50.099115	14.369703	276
344.5	50.099124	14.369794	276
364.0	50.099148	14.370064	275
378.3	50.099168	14.370263	274
420.5	50.099226	14.370847	274
491.1	50.099294	14.371832	272
518.5	50.099321	14.372214	271
522.4	50.099325	14.372267	270
524.8	50.099341	14.372291	270
529.5	50.099348	14.372355	270
534.9	50.099356	14.372431	270
537.5	50.099342	14.372460	270
576.4	50.099372	14.373003	267
639.2	50.099441	14.373877	264
673.8	50.099487	14.374356	262
711.0	50.099541	14.374871	259
733.5	50.099583	14.375180	258
754.4	50.099621	14.375467	257
767.6	50.099643	14.375649	257
777.6	50.099663	14.375785	256
818.9	50.099713	14.376359	254
863.5	50.099756	14.376981	252
972.2	50.099819	14.378502	249
985.7	50.099832	14.378690	249
1000.5	50.099842	14.378897	248
1019.0	50.099848	14.379156	248
1069.1	50.099888	14.379855	245
1253.2	50.100023	14.382428	240
1447.1	50.100150	14.385139	236
1451.6	50.100176	14.385188	236
1455.8	50.100211	14.385208	236
1462.4	50.100213	14.385301	236
1483.6	50.100235	14.385596	236
1486.9	50.100265	14.385597	236
1519.3	50.100556	14.385601	235
1566.3	50.100979	14.385625	235
1596.6	50.101249	14.385679	236
1663.4	50.101837	14.385868	238
1735.6	50.102458	14.386164	235
1819.2	50.103174	14.386525	231
1837.5	50.103337	14.386558	231
1866.2	50.103593	14.386604	230
1894.9	50.103851	14.386607	230
1921.7	50.104090	14.386557	230
1944.1	50.104288	14.386500	230
1965.8	50.104473	14.386402	231
2127.0	50.105586	14.387850	224
2182.6	50.105964	14.388361	223
2214.1	50.106180	14.388646	223
2225.2	50.106257	14.388745	223
2268.7	50.106001	14.389207	221
2287.1	50.105895	14.389404	221
2317.6	50.105714	14.389726	220
2332.9	50.105798	14.389896	219
2342.4	50.105863	14.389982	219
2395.3	50.106219	14.390474	220
2417.4	50.106357	14.390698	219
2459.4	50.106583	14.391169	218
2512.6	50.106811	14.391826	217
2539.5	50.106822	14.392202	217
2548.1	50.106825	14.392323	217
2583.5	50.106841	14.392819	216
2599.6	50.106908	14.393018	215
2606.4	50.106910	14.393114	215
2693.6	50.106939	14.394336	214
2702.3	50.106948	14.394457	214
2714.7	50.106954	14.394631	214
2725.2	50.106961	14.394777	214
2738.5	50.107080	14.394760	213
2744.7	50.107136	14.394754	213
2806.3	50.107688	14.394686	211
2860.7	50.108176	14.394625	210
2894.1	50.108474	14.394565	209
2909.1	50.108609	14.394560	208
2918.8	50.108696	14.394559	208
2945.9	50.108934	14.394637	206
2989.3	50.109313	14.394783	203
2991.9	50.109336	14.394793	203
3003.6	50.109440	14.394813	203
3011.5	50.109504	14.394765	203
3063.4	50.109940	14.394503	201
3067.2	50.109972	14.394484	201
3086.9	50.110141	14.394402	200
3098.6	50.110241	14.394354	200
3114.9	50.110386	14.394319	199
3151.0	50.110709	14.394265	197
3292.5	50.111977	14.394090	192
3311.9	50.112151	14.394075	191
3324.8	50.112140	14.393895	191
3333.5	50.112136	14.393773	191
3342.3	50.112134	14.393650	191
3373.8	50.112416	14.393602	189
3397.9	50.112620	14.393488	189
3476.7	50.113245	14.392968	190
3484.5	50.113309	14.392925	190
3526.5	50.113678	14.392794	189
3589.7	50.113642	14.391910	192
3623.9	50.113637	14.391431	194
3657.9	50.113660	14.390955	196
3687.2	50.113700	14.390549	198
3736.0	50.113759	14.389870	202
