
49.866296666	14.517183333	2011-01-15T14:25:57Z
49.866313333	14.517125	2011-01-15T14:25:58Z
49.866331666	14.517071666	2011-01-15T14:26:00Z
49.866258333	14.517208333	2011-01-15T14:26:22Z
49.866169999	14.517491666	2011-01-15T14:27:09Z
49.866079999	14.517753333	2011-01-15T14:27:36Z
49.866368333	14.517203333	2011-01-15T14:28:16Z
49.866394999	14.517144999	2011-01-15T14:28:17Z
49.866354999	14.517379999	2011-01-15T14:28:45Z
49.866363333	14.51725	2011-01-15T14:28:53Z
49.866875	14.516556666	2011-01-15T14:29:18Z
49.867231666	14.516051666	2011-01-15T14:29:20Z
49.867624999	14.515344999	2011-01-15T14:29:46Z
49.866694999	14.516243333	2011-01-15T14:30:04Z
49.866411666	14.516863333	2011-01-15T14:30:15Z
49.866141666	14.51735	2011-01-15T14:30:36Z
49.866286666	14.517319999	2011-01-15T14:30:48Z
49.866408333	14.517128333	2011-01-15T14:30:51Z
49.866386666	14.517186666	2011-01-15T14:31:18Z
49.866668333	14.516633333	2011-01-15T14:32:07Z
49.866173333	14.517364999	2011-01-15T14:32:16Z
49.86583	14.517873333	2011-01-15T14:32:40Z
49.86628	14.517445	2011-01-15T14:32:51Z
49.866419999	14.517163333	2011-01-15T14:33:17Z
49.866469999	14.516991666	2011-01-15T14:33:37Z
49.866426666	14.517049999	2011-01-15T14:33:39Z
49.866235	14.517245	2011-01-15T14:34:14Z
49.866293333	14.517116666	2011-01-15T14:34:51Z
49.866399999	14.517061666	2011-01-15T14:35:26Z
49.866423333	14.517044999	2011-01-15T14:35:30Z
49.866271666	14.517226666	2011-01-15T14:36:31Z
49.866343333	14.517086666	2011-01-15T14:37:32Z
49.866194999	14.51734	2011-01-15T14:38:02Z
49.866244999	14.517421666	2011-01-15T14:38:20Z
49.866303333	14.517428333	2011-01-15T14:38:23Z
49.866406666	14.517306666	2011-01-15T14:38:28Z
49.866418333	14.517108333	2011-01-15T14:38:42Z
49.866281666	14.517133333	2011-01-15T14:39:05Z
49.866143333	14.517414999	2011-01-15T14:39:53Z
49.86625	14.517265	2011-01-15T14:40:11Z
49.866276666	14.517231666	2011-01-15T14:40:12Z
49.866244999	14.516953333	2011-01-15T14:41:32Z
49.866233333	14.516868333	2011-01-15T14:41:33Z
49.866261666	14.516721666	2011-01-15T14:41:34Z
49.866401666	14.516201666	2011-01-15T14:41:38Z
49.866418333	14.516093333	2011-01-15T14:41:39Z
49.866918333	14.515195	2011-01-15T14:41:53Z
49.866689999	14.515796666	2011-01-15T14:42:17Z
49.866456666	14.51651	2011-01-15T14:42:21Z
49.86632	14.51706	2011-01-15T14:42:24Z
49.866253333	14.517151666	2011-01-15T14:42:57Z
49.866329999	14.516954999	2011-01-15T14:43:58Z
49.866393333	14.517036666	2011-01-15T14:44:21Z
49.866304999	14.517941666	2011-01-15T14:45:07Z
49.866231666	14.517541666	2011-01-15T14:45:39Z
49.866416666	14.516814999	2011-01-15T14:45:51Z
49.866514999	14.516103333	2011-01-15T14:46:08Z
49.866945	14.515101666	2011-01-15T14:46:18Z
49.866736666	14.515784999	2011-01-15T14:46:32Z
49.866484999	14.516458333	2011-01-15T14:46:38Z
49.866721666	14.51571	2011-01-15T14:46:55Z
49.866328333	14.517016666	2011-01-15T14:47:10Z
49.866323333	14.516981666	2011-01-15T14:47:13Z
49.866298333	14.51697	2011-01-15T14:47:15Z
49.866286666	14.516949999	2011-01-15T14:47:16Z
49.866291666	14.516896666	2011-01-15T14:47:17Z
49.866311666	14.516843333	2011-01-15T14:47:18Z
49.866316666	14.516816666	2011-01-15T14:47:19Z
49.866363333	14.516768333	2011-01-15T14:47:30Z
49.866358333	14.516796666	2011-01-15T14:47:31Z
49.866349999	14.516838333	2011-01-15T14:47:33Z
49.866426666	14.517041666	2011-01-15T14:48:37Z
49.866308333	14.517206666	2011-01-15T14:49:18Z
49.866271666	14.517118333	2011-01-15T14:49:20Z
49.866639999	14.516434999	2011-01-15T14:50:52Z
49.866448333	14.516681666	2011-01-15T14:51:04Z
49.866385	14.51694	2011-01-15T14:51:31Z
49.866533333	14.517324999	2011-01-15T14:51:44Z
49.8665	14.517416666	2011-01-15T14:51:49Z
49.866408333	14.517445	2011-01-15T14:51:56Z
49.866361666	14.517409999	2011-01-15T14:51:57Z
49.866406666	14.517091666	2011-01-15T14:52:58Z
49.866528333	14.517279999	2011-01-15T14:53:09Z
49.866435	14.517291666	2011-01-15T14:53:17Z
49.866401666	14.517274999	2011-01-15T14:53:18Z
49.866334999	14.516925	2011-01-15T14:53:43Z
49.866361666	14.517196666	2011-01-15T14:54:04Z
49.86648	14.517139999	2011-01-15T14:54:06Z
49.866476666	14.517176666	2011-01-15T14:54:07Z
49.866246666	14.51692	2011-01-15T14:54:17Z
49.866169999	14.516908333	2011-01-15T14:54:18Z
49.866188333	14.516999999	2011-01-15T14:54:19Z
49.866393333	14.517316666	2011-01-15T14:54:25Z
49.866428333	14.517073333	2011-01-15T14:54:38Z
49.866353333	14.517021666	2011-01-15T14:54:39Z
49.866394999	14.516918333	2011-01-15T14:54:44Z
49.866526666	14.516963333	2011-01-15T14:54:51Z
49.866275	14.517203333	2011-01-15T14:55:48Z
49.866251666	14.517106666	2011-01-15T14:56:49Z
49.866336666	14.51707	2011-01-15T14:57:04Z
49.866338333	14.517101666	2011-01-15T14:58:05Z
49.866356666	14.517103333	2011-01-15T14:58:06Z
