50.872501 14.235833 185
50.872501 14.236667 207
50.872501 14.237500 225
50.872501 14.238334 221
50.872501 14.239166 216
50.872501 14.240000 210
50.872501 14.240833 204
50.872501 14.241667 198
50.872501 14.242500 212
50.872501 14.243333 229
50.872501 14.244166 217
50.872501 14.245000 185
50.872501 14.245833 181
50.872501 14.246667 196
50.872501 14.247500 240
50.872501 14.248333 245
50.872501 14.249166 237
50.872501 14.250000 223
50.872501 14.250834 210

50.873333 14.235833 157
50.873333 14.236667 162
50.873333 14.237500 150
50.873333 14.238334 141
50.873333 14.239166 137
50.873333 14.240000 136
50.873333 14.240833 134
50.873333 14.241667 142
50.873333 14.242500 152
50.873333 14.243333 172
50.873333 14.244166 168
50.873333 14.245000 173
50.873333 14.245833 199
50.873333 14.246667 223
50.873333 14.247500 233
50.873333 14.248333 220
50.873333 14.249166 182
50.873333 14.250000 163
50.873333 14.250834 162

50.874168 14.235833 125
50.874168 14.236667 136
50.874168 14.237500 159
50.874168 14.238334 164
50.874168 14.239166 159
50.874168 14.240000 141
50.874168 14.240833 129
50.874168 14.241667 125
50.874168 14.242500 129
50.874168 14.243333 121
50.874168 14.244166 132
50.874168 14.245000 163
50.874168 14.245833 182
50.874168 14.246667 190
50.874168 14.247500 184
50.874168 14.248333 160
50.874168 14.249166 131
50.874168 14.250000 140
50.874168 14.250834 167

50.875000 14.235833 123
50.875000 14.236667 146
50.875000 14.237500 185
50.875000 14.238334 204
50.875000 14.239166 228
50.875000 14.240000 227
50.875000 14.240833 218
50.875000 14.241667 206
50.875000 14.242500 199
50.875000 14.243333 178
50.875000 14.244166 152
50.875000 14.245000 128
50.875000 14.245833 134
50.875000 14.246667 135
50.875000 14.247500 127
50.875000 14.248333 122
50.875000 14.249166 136
50.875000 14.250000 188
50.875000 14.250834 212

50.875832 14.235833 107
50.875832 14.236667 128
50.875832 14.237500 159
50.875832 14.238334 185
50.875832 14.239166 222
50.875832 14.240000 252
50.875832 14.240833 262
50.875832 14.241667 270
50.875832 14.242500 255
50.875832 14.243333 229
50.875832 14.244166 215
50.875832 14.245000 201
50.875832 14.245833 201
50.875832 14.246667 187
50.875832 14.247500 159
50.875832 14.248333 162
50.875832 14.249166 196
50.875832 14.250000 217
50.875832 14.250834 236

