0	50.092322	14.322348	331
13.2	50.092438	14.322312	331
36.8	50.092650	14.322296	330
104.9	50.092614	14.323250	329
168.1	50.092577	14.324134	329
256.3	50.091800	14.324379	331
418.6	50.090376	14.324878	327
425.4	50.090315	14.324893	326
455.4	50.090090	14.325125	325
485.5	50.089848	14.325313	324
495.6	50.089816	14.325446	324
534.9	50.089837	14.325996	323
546.1	50.089837	14.326153	323
564.4	50.089780	14.326393	323
600.8	50.089645	14.326858	321
656.4	50.089422	14.327555	320
669.7	50.089303	14.327578	319
751.6	50.088592	14.327276	316
763.8	50.088574	14.327444	316
778.8	50.088482	14.327598	316
821.7	50.088134	14.327856	317
863.8	50.087785	14.328086	320
943.5	50.087416	14.329043	323
979.0	50.087236	14.329455	325
985.4	50.087199	14.329523	326
1005.1	50.087022	14.329509	328
1027.0	50.086854	14.329348	330
1052.0	50.086639	14.329245	333
1094.0	50.086262	14.329284	343
1118.4	50.086164	14.329589	347
1181.0	50.086202	14.330465	348
1297.0	50.086167	14.332090	351
1499.0	50.085769	14.334852	363
1680.8	50.085167	14.337222	367
1749.8	50.084853	14.338056	368
1791.4	50.085156	14.338397	366
1806.3	50.085271	14.338503	366
1821.2	50.085338	14.338684	366
1854.1	50.085600	14.338900	366
1926.8	50.086184	14.339357	368
1969.2	50.086529	14.339612	368
1985.0	50.086582	14.339817	368
2042.4	50.086965	14.340357	367
2083.9	50.087094	14.340903	367
2090.3	50.087112	14.340988	367
2191.3	50.087452	14.342300	365
2324.3	50.087884	14.344039	367
2342.2	50.087942	14.344272	367
2419.5	50.088204	14.345276	365
2561.7	50.088687	14.347121	366
2693.9	50.089110	14.348854	364
2867.1	50.089689	14.351108	362
2897.9	50.089785	14.351512	362
2929.5	50.089892	14.351922	362
3121.8	50.090539	14.354422	357
3365.1	50.091327	14.357604	348
3390.9	50.091408	14.357943	347
3437.8	50.091558	14.358557	346
3489.1	50.091660	14.359258	345
3591.7	50.091731	14.360693	343
3983.3	50.092029	14.366162	333
4083.8	50.092024	14.367571	330
4153.5	50.092095	14.368542	326
4204.5	50.092254	14.369213	321
4244.0	50.092390	14.369724	317
4291.0	50.092552	14.370333	313
4300.9	50.092519	14.370462	313
4423.5	50.092569	14.372178	309
4514.2	50.092645	14.373444	309
4522.0	50.092641	14.373553	309
4622.2	50.092612	14.374957	308
4649.1	50.092617	14.375334	308
4659.2	50.092575	14.375459	308
4748.4	50.092612	14.376709	307
4792.9	50.092608	14.377333	307
4813.0	50.092666	14.377600	306
4838.3	50.092811	14.377873	305
4880.8	50.092809	14.378469	305
4954.0	50.092803	14.379494	302
4975.8	50.092797	14.379800	301
5153.7	50.092797	14.382293	293
5325.4	50.092775	14.384700	286
5364.4	50.092764	14.385247	284
5485.3	50.092759	14.386941	277
5508.0	50.092758	14.387260	276
5527.9	50.092691	14.387518	275
5566.4	50.092740	14.388053	274
5640.2	50.092779	14.389086	273
5850.3	50.093097	14.391989	268
5869.5	50.092927	14.392030	269
5881.5	50.092944	14.392196	268
6191.6	50.093406	14.396484	259
6235.1	50.093403	14.397094	259
6328.7	50.093168	14.398354	259
6448.8	50.093395	14.399999	257
6518.1	50.093543	14.400943	255
6815.9	50.094140	14.405012	246
6824.7	50.094062	14.405037	245
6889.5	50.094218	14.405912	244
6906.9	50.094083	14.406036	242
6915.9	50.094016	14.406106	241
6981.3	50.094270	14.406933	241
7016.6	50.094308	14.407424	240
7038.6	50.094241	14.407715	240
7052.8	50.094368	14.407732	239
7063.4	50.094447	14.407816	239
7108.9	50.094591	14.408413	237
7135.9	50.094615	14.408789	236
7152.6	50.094574	14.409014	236
7169.1	50.094457	14.409157	236
7183.1	50.094467	14.409352	235
7209.0	50.094485	14.409714	234
7233.3	50.094508	14.410053	233
7288.7	50.094548	14.410828	232
7302.5	50.094612	14.410993	231
7323.7	50.094552	14.411275	231
7337.9	50.094571	14.411472	231
7342.7	50.094574	14.411539	231
7360.6	50.094421	14.411616	230
7365.3	50.094384	14.411650	230
7447.5	50.094125	14.412728	227
7457.2	50.094137	14.412863	227
7472.7	50.094081	14.413062	225
7484.0	50.093985	14.413116	223
7504.6	50.093871	14.413344	219
7564.6	50.093715	14.414148	211
7593.1	50.093660	14.414539	207
7599.3	50.093618	14.414595	205
7616.6	50.093570	14.414364	205
7666.8	50.093553	14.413660	209
7690.0	50.093450	14.413378	208
7697.8	50.093380	14.413392	207
7709.8	50.093354	14.413554	205
7733.6	50.093189	14.413767	201
7756.2	50.093231	14.414078	200
7809.4	50.093357	14.414797	196
7943.5	50.093891	14.416483	198
